grantee_clean,grantee_jcn,granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,competitive_bid,num_bidders,govt_reemployees,grant_name,grantee,grantee_detail,grant_type,description,contract_reason,npo_type,admin_division,filename
HLA研究所,4130005012627,MHLW,NA,2015-03-02,2015 Mar,2015,1863000,6351839,Competitive,1,NA,"支出負担行為担当官
国立医薬品食品衛生研究所
総務部長　日下田　敏彦
東京都世田谷区上用賀1-18-1",NA,"公益財団法人ＨＬＡ研究所
所長　佐治　博夫
京都府京都市下京区中堂寺南町１３４",Goods and Services,副作用発症患者試料に関するヒト白血球抗原（ＨＬＡ遺伝子型検査　一式,NA,公財,国所管,h26_youshiki2-3
HLA研究所,4130005012627,MHLW,NA,2015-04-01,2015 Apr,2015,1649160,0,Negotiated,1,0,"独立行政法人地域医療機能九州病院
院長　多治見　司
福岡県北九州市八幡西区岸の浦1-8-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町134
法人番号4130005012627",Goods and Services,検査委託契約,NA,公財,国認定,h27_youshiki3-4
HLA研究所,4130005012627,MHLW,NA,2015-06-17,2015 Jun,2015,3012033,3013200,Competitive,2,NA,"独立行政法人国立病院機構名古屋医療センター
院長　直江　知樹
愛知県名古屋市中区三の丸4-1-1",NA,"公益財団法人HLA研究所
京都府京都市下京区中堂寺南町134京都リサーチパーク１号館２階
法人番号4130005012627",Goods and Services,研究用検体検査業務委託,NA,公財,国認定,h27_youshiki3-3
HLA研究所,6040005003798,MHLW,6040005003798,2016-04-01,2016 Apr,2016,1512000,0,Negotiated,1,0,"独立行政法人地域医療機能九州病院

院長　多治見　司
福岡県北九州市八幡西区岸ヶ浦1-8-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町134",Goods and Services,検査委託契約,NA,公財,国認定,h28_youshiki3-4
HLA研究所,1013205001281,MHLW,1013205001281,2016-06-24,2016 Jun,2016,3011644,3013200,Competitive,2,NA,"独立行政法人国立病院機構名古屋医療センター
院長　直江　知樹
愛知県名古屋市中区三の丸4-1-1",NA,"公益財団法人HLA研究所
京都市下京区中堂寺南町１３４京都リサーチパーク１号館２階",Goods and Services,研究用検体検査業務,NA,公財,国認定,h28_youshiki3-3
HLA研究所,1013205001281,MHLW,1013205001281,2017-03-29,2017 Mar,2017,2677017,2678132,Competitive,2,NA,"独立行政法人国立病院機構名古屋医療センター
院長　直江　知樹
愛知県名古屋市中区三の丸4-1-1",NA,"公益財団法人HLA研究所
京都市下京区中堂寺南町134京都リサーチパーク1号館2階",Goods and Services,業務委託(研究用検体検査),NA,公財,国認定,h29_youshiki3-3
HLA研究所,6040005003798,MHLW,6040005003798,2017-11-30,2017 Nov,2017,2004480,0,Competitive,1,NA,"独立行政法人地域医療機能推進機構
九州病院
院長　多治見　司
北九州市八幡西区岸ヶ浦1-8-1",NA,"公益財団法人HLA研究所
京都府京都市下京区中堂寺南町134",Goods and Services,検査委託契約,NA,公財,国認定,h29_youshiki3-3
HLA研究所,6040005003798,MHLW,6040005003798,2018-05-31,2018 May,2018,1578500,0,Competitive,1,NA,"独立行政法人地域医療機能推進機構
九州病院
院長　多治見　司
福岡県北九州市八幡西区岸ヶ浦1-8-1",NA,"公益財団法人HLA研究所
京都府京都市下京区中堂寺南町134",Goods and Services,検査委託契約,NA,公財,国認定,h30_youshiki3-3
HLA研究所,6040005003798,MHLW,6040005003798,2019-03-29,2019 Mar,2019,2011230,0,Competitive,1,NA,"独立行政法人
地域医療機能推進機構
九州病院
院長　内山　明彦
福岡県北九州市八幡西区
岸ヶ浦1-8-1",NA,"公益財団法人
HLA研究所
京都府京都市下京区中堂寺南町134",Goods and Services,"造血幹細胞
移植関連検査等
業務委託",NA,公財,国認定,r1_youshiki3-3
HLA研究所,1013205001281,MHLW,1013205001281,2020-06-30,2020 Jun,2020,1339250,0,Competitive,1,NA,"九州医療センター
院長　森田　茂樹
福岡県福岡市中央区地行浜1-8-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町１３４京都リサーチパーク１号館２階",Goods and Services,外部委託検査契約,NA,公財,国認定,r2_youshiki3-3
HLA研究所,6040005003798,MHLW,6040005003798,2020-06-30,2020 Jun,2020,1203500,0,Negotiated,1,0,"独立行政法人
地域医療機能推進機構
九州病院
院長　内山　明彦
福岡県北九州市八幡西区
岸ヶ浦1-8-1",NA,"公益財団法人
HLA研究所
京都府京都市下京区中堂寺南町134",Goods and Services,"造血幹細胞
移植関連検査等
業務委託",NA,公財,国認定,r2_youshiki3-4
HLA研究所,1013205001281,MHLW,1013205001281,2021-06-30,2021 Jun,2021,1977250,0,Competitive,NA,NA,"九州医療センター
院長　森田　茂樹
福岡県福岡市中央区地行浜1-8-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町１３４京都リサーチパーク１号館２階",Goods and Services,外部委託検査単価契約,NA,-99,NA,r3_youshiki3-3
HLA研究所,1013205001281,MHLW,1013205001281,2022-01-20,2022 Jan,2022,1363181,0,Competitive,NA,NA,"名古屋医療センター
院長　長谷川　好規
愛知県名古屋市中区三の丸4-1-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町１３４京都リサーチパーク１号館２階",Goods and Services,業務委託（研究用検体検査）,NA,-99,NA,r3_youshiki3-3
HLA研究所,6010005015219,MHLW,6010005015219,2022-03-31,2022 Mar,2022,4240500,0,Negotiated,NA,0,"国立研究開発法人国立がん研究センター
理事長　中釜　斉
東京都中央区築地5-1-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町134京都リサーチパーク1号館2階",Goods and Services,GPC3-CAR試験のHLAに関する検査業務委託　一式,NA,-99,NA,r4_youshiki3-4
HLA研究所,1013205001281,MHLW,1013205001281,2022-06-30,2022 Jun,2022,2774750,0,Competitive,NA,NA,"九州医療センター
院長　森田　茂樹
福岡県福岡市中央区地行浜1-8-1",NA,"公益財団法人HLA研究所
京都府京都市下京区中堂寺南町134京都リサーチパーク1号館2階",Goods and Services,検査業務委託,NA,-99,NA,r4_youshiki3-3
HLA研究所,1013205001281,MHLW,1013205001281,2023-02-01,2023 Feb,2023,1627023,0,Competitive,NA,NA,"名古屋医療センター
院長小寺泰弘
名古屋市中区三の丸4-1-1",NA,"公益財団法人HLA研究所
京都市下京区中堂寺南町134",Goods and Services,研究用検体検査業務委託,NA,-99,NA,r5_youshiki3-3
HLA研究所,6010905002126,MHLW,6010905002126,2023-08-03,2023 Aug,2023,1295360,0,Competitive,NA,NA,国立研究開発法人国立成育医療研究センター理事長五十嵐隆東京都世田谷区大蔵2丁目10番1号,NA,"公益財団法人HLA研究所
京都府京都市下京区中堂寺南町134　京都リサーチパーク1号館2階",Goods and Services,HLAタイピング業務委託　一式,NA,-99,NA,r5_youshiki3-3
HLA研究所,1013205001281,MHLW,1013205001281,2024-03-31,2024 Mar,2024,3800390,0,Negotiated,NA,0,"熊本医療センター
院長日髙道弘
熊本県熊本市中央区二の丸1-5",NA,"公益財団法人HLA研究所
京都府京都市下京区中堂寺南町134京都リサーチパーク1号館2階",Goods and Services,外部検査委託,NA,-99,NA,r6_youshiki3-4
HLA研究所,1013205001281,MHLW,1013205001281,2024-06-19,2024 Jun,2024,3754300,0,Competitive,NA,NA,"九州医療センター
院長岩﨑浩己
福岡県福岡市中央区地行浜1-8-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町134京都リサーチパーク1号館2階",Goods and Services,外部委託検査単価契約,NA,-99,NA,r6_youshiki3-3
HLA研究所,1013205001281,MHLW,1013205001281,2025-03-05,2025 Mar,2025,1452000,0,Competitive,NA,NA,"名古屋医療センター
院長小寺泰弘
愛知県名古屋市中区三の丸4-1-1",NA,"公益財団法人ＨＬＡ研究所
京都府京都市下京区中堂寺南町134京都リサーチパーク1号館2階",Goods and Services,業務委託(研究用検体検査),NA,-99,NA,r6_youshiki3-3
JKA,5010005012043,MHLW,NA,2014-04-01,2014 Apr,2014,37433838,37433842,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
渡辺　輝生
福岡市博多区博多駅東2-11-1",NA,"公益財団法人ＪＫＡ
東京都千代田区六番町4-6",Goods and Services,平成26年度エルガーラ賃貸借契約(1201)（ハローワークプラザ福岡及び福岡わかものハローワーク）,NA,公財,国所管,h26_youshiki2-4
JKA,5010005012043,MHLW,NA,2014-04-01,2014 Apr,2014,48696321,48696321,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
渡辺　輝生
福岡市博多区博多駅東2-11-1",NA,"公益財団法人ＪＫＡ
東京都千代田区六番町4-6",Goods and Services,平成26年度エルガーラ賃貸借契約(1202)(マザーズハローワーク天神及び福岡学生職業センター）,NA,公財,国所管,h26_youshiki2-4
JKA,5010005012043,MHLW,NA,2015-04-01,2015 Apr,2015,37433838,37433838,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
山口　宏之
福岡市博多区博多駅東2-11-1",NA,"公益財団法人ＪＫＡ
東京都千代田区六番町4-6
法人番号5010005012043",Goods and Services,平成27年度エルガーラ賃貸借契約(1201)（ハローワークプラザ福岡及び福岡わかものハローワーク）,NA,公財,国認定,h27_youshiki2-4
JKA,5010005012043,MHLW,NA,2015-04-01,2015 Apr,2015,48696321,48696321,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
山口　宏之
福岡市博多区博多駅東2-11-1",NA,"公益財団法人ＪＫＡ
東京都千代田区六番町4-6
法人番号5010005012043",Goods and Services,平成27年度エルガーラ賃貸借契約(1202)(マザーズハローワーク天神及び福岡学生職業センター）,NA,公財,国認定,h27_youshiki2-4
JKA,5010005012043,MHLW,NA,2016-04-01,2016 Apr,2016,48696321,61697628,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
山口　宏之
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都千代田区六番町４番地６",Goods and Services,平成28年度エルガーラ（マザーズハロワーク天神賃料）賃貸借契約,NA,公財,国認定,h28_youshiki2-4
JKA,5010005012043,MHLW,NA,2016-04-01,2016 Apr,2016,37433838,47428332,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
山口　宏之
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都千代田区六番町４番地６",Goods and Services,平成28年度エルガーラ（ハローワークプラザ福岡賃料）賃貸借契約,NA,公財,国認定,h28_youshiki2-4
JKA,5010005012043,MHLW,NA,2017-04-03,2017 Apr,2017,48696321,56282052,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
渡部　宏
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都千代田区六番町４番地６",Goods and Services,平成29年度エルガーラ（マザーズハローワーク天神賃料）賃貸借契約,NA,公財,国認定,h29_youshiki2-4
JKA,5010005012043,MHLW,NA,2017-04-03,2017 Apr,2017,37433838,43265268,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
渡部　宏
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都千代田区六番町４番地６",Goods and Services,平成29年度エルガーラ（ハローワークプラザ福岡賃料）賃貸借契約,NA,公財,国認定,h29_youshiki2-4
JKA,5010005012043,MHLW,NA,2018-04-02,2018 Apr,2018,37433838,43863756,Negotiated,1,0,"支出負担行為担当官福岡労働局総務部長
渡部　宏
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,平成30年度エルガーラ（福岡学生職業センター賃料）賃貸借契約,NA,公財,国認定,h30_youshiki2-4
JKA,5010005012043,MHLW,NA,2018-04-02,2018 Apr,2018,37460795,43895208,Negotiated,1,0,"支出負担行為担当官福岡労働局総務部長
渡部　宏
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,平成30年度エルガーラ（マザーズハローワーク天神賃料）賃貸借契約,NA,公財,国認定,h30_youshiki2-4
JKA,5010005012043,MHLW,NA,2019-04-01,2019 Apr,2019,37460795,43536828,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
園部　昌嗣
福岡県福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,平成31年度エルガーラ【マザーズハローワーク天神賃料】賃貸借契約,NA,公財,国認定,r1_youshiki2-4
JKA,5010005012043,MHLW,NA,2019-04-01,2019 Apr,2019,37433838,43505640,Negotiated,1,0,"支出負担行為担当官
福岡労働局総務部長
園部　昌嗣
福岡県福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,平成31年度エルガーラ【福岡学生職業センター賃料】賃貸借契約,NA,公財,国認定,r1_youshiki2-4
JKA,5010005012043,MHLW,NA,2020-04-01,2020 Apr,2020,38154486,44098080,Negotiated,1,0,"支出負担行為担当官福岡労働局総務部長
園部　昌嗣
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,令和２年度エルガーラ【マザーズハローワーク天神賃料】賃貸借契約,NA,公財,国認定,r2_youshiki2-4
JKA,5010005012043,MHLW,NA,2020-04-01,2020 Apr,2020,38127138,44066472,Negotiated,1,0,"支出負担行為担当官福岡労働局総務部長
園部　昌嗣
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,令和２年度エルガーラ【福岡学生職業センター賃料】賃貸借契約,NA,公財,国認定,r2_youshiki2-4
JKA,5010005012043,MHLW,NA,2021-04-01,2021 Apr,2021,38154486,44098080,Negotiated,NA,0,"支出負担行為担当官福岡労働局総務部長
島田　博和
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,令和３年度エルガーラ【マザーズハローワーク天神賃料】賃貸借契約,NA,-99,NA,r3_youshiki2-4
JKA,5010005012043,MHLW,NA,2021-04-01,2021 Apr,2021,38127138,44066472,Negotiated,NA,0,"支出負担行為担当官福岡労働局総務部長
島田　博和
福岡市博多区博多駅東2-11-1",NA,"公益財団法人JKA
東京都港区港南一丁目2番70号",Goods and Services,令和３年度エルガーラ【福岡学生職業センター賃料】賃貸借契約,NA,-99,NA,r3_youshiki2-4
